label,text,n_tokens,kannada_script_pct,romanized_kannada_pct,kannada_language_pct,english_pct,effective_score,low_confidence,bucket
Positive,Movie chenagide hogi nodi,4,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Ee film chennagide. Nanu nodide. Neevoo nodi.,7,0.0,0.8,0.8,0.2,0.4,False,medium
Positive,All the best prajwal Devaraj Bøss,6,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Chikki chikki chikkappa nidde indda bega helappa pade pade kelbeku tumbha tumbha tacing padgalu adu sang agiddre innu kushipadtide I love jental man movi,24,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
not-Kannada,I love you jentalman  move,5,0.0,0.2,0.2,0.8,0.4,False,medium
Positive,Super movi yallru nodi tumbba tumbba istavada movi,8,0.0,0.875,0.875,0.125,0.25,False,medium
not-Kannada,Why kannadigas not supporting kannada movies. .,7,0.0,0.1667,0.1667,0.8333,0.3333,False,medium
Positive,Awsome movie must match movie,5,0.0,0.2,0.2,0.8,0.4,False,medium
not-Kannada,D boss bro dainamic price Prajwal Devaraj,7,0.0,0.2,0.2,0.8,0.4,False,medium
Positive,Asome bro nD boss,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira,18,0.0,0.7059,0.7059,0.2941,0.5882,False,medium
Negative,@Naveen kumar yadav lo thamma nanu copy madidare antha yello helidini.. ratasasan movie bgm inspiration indha idhna madidare andirodhu.. nav yav telugu movie nu nodalla kannadake modala adhyathe namdhu,29,0.0,0.7586,0.7586,0.2414,0.4828,False,medium
Positive,Masth guru sakadgi helidiya,4,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,Paapa yaro hair oil bagge helkodthidre niv yake oppose maadthira.adu avara ishta avaru yelli aadaru copy maadli ..niv yavathu yenu copy maadillva.niv hege nim opinion helidri avru ashte avara opinion helidru ashte.niv maathadidu avarige sari ansalla,36,0.0,0.7778,0.7778,0.2222,0.4444,False,medium
Negative,Guru nakn enu madbekitu guru ninu avr ajji nam dhesha dalli uti a china desha ke utiro hange Madtare tu evr janmake est benki haka,25,0.0,0.75,0.75,0.25,0.5,False,medium
not-Kannada,Supr bro u r video,5,0.0,0.2,0.2,0.8,0.4,False,medium
Positive,Enu helede guru baidaru kuda paragilla good thingking,8,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Game name henu bro,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Bevarsigalige artha aagirbeku bro chenag ugdhideera,6,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
Negative,E nayi nann makkalage thiliyode illa,6,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
Positive,Nice bro Nina vicoe super,5,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Navu matar use madatilla jagatinna yella deshgalu use madatidare.solemagane,9,0.0,0.7778,0.7778,0.2222,0.4444,False,medium
Negative,ಎನ್ ಉಗದಿದಿಯಾ ಗುರು ಮಾತ್ ಮಾತಗು ಉಗುದಿದಿಯಾ ಈ video ನಾ ಏನಾದ್ರು tick tock star ಗಳು ಏನಾದ್ರು ನೋಡಿದ್ರೆ ನೇಣು ಹಕ್ಕೊತ್ತಾರೆ ಗುರು super🤣,20,0.75,0.05,0.8,0.2,0.4,False,medium
Positive,Super bro huge video madu Anna,6,0.0,0.2,0.2,0.8,0.4,False,medium
Negative,Tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu,14,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Negative,Bro ha dacchu su..... Maga you are super no 1 roaster,11,0.0,0.125,0.125,0.875,0.25,False,medium
Positive,Last  ತನಕ ನಕ್ಕಿ ನಕ್ಕಿ ಹೊಟ್ಟೆ ನೋವು ಬಂತು,7,0.8571,0.0,0.8571,0.1429,0.2857,False,medium
Positive,Sakkatt agine   kyakirsi  ugdidira  sir,5,0.0,0.8,0.8,0.2,0.4,False,medium
Positive,Anna sakath agi mathadiddira,4,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,Guru Chinese mobile yen madodu,5,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Avra manelli yavagadru hoddu sayisudre gottagutte kittod nan maklige tik tok yak ban madbeku andorge saryagelidira bro,17,0.0,0.7647,0.7647,0.2353,0.4706,False,medium
Positive,Mast roast madidi anna,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,ನಾವೇ thukali stars ಅಂತ ಟಿಕ್ tak maritha idru ಕೆಲ sade ಗಳು ivaga ಮನೇಲಿ ಮುಸುರೆ ತಿಕ್ಕಿ baddetava,16,0.5,0.375,0.875,0.125,0.25,False,medium
Negative,ನನ್ shata fil ಮಾಡದೆ bro,5,0.4,0.4,0.8,0.2,0.4,False,medium
Mixed feelings,Super Anna enu ugiri chanagi,5,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira,14,0.0,0.7857,0.7857,0.2143,0.4286,False,medium
Positive,Jai criative kannadiga supper,4,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Super Bindu ge Takkar kottidira bro,6,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Super gurunJai hind Jai Indian army,6,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,niv helid nija star antha bere akotidru karma,8,0.0,0.75,0.75,0.25,0.5,False,medium
not-Kannada,Good massage broooo lv u,5,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Super Anna ede Tara video s Madi super,8,0.0,0.2,0.2,0.8,0.4,False,medium
Negative,indian Tiktok ನಿನಾದರು ಕಂಡುಯಿಡಿ ಮಾರಯಾ ಜಾಸ್ತಿ ವದರಬೇಡ,7,0.8333,0.0,0.8333,0.1667,0.3333,False,medium
Negative,Bindhu gowda ge sariagi madidera,5,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,I hate tiktok mobile thagondagindanu install made illa i hate this,11,0.0,0.2727,0.2727,0.7273,0.5455,False,medium
Negative,Nkn en mathgalu guru nindhu ABBA tiktok li thirke shoki madorige Chapli thagond barsidhange super guru,16,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Positive,Anna nin padha Xerox kodanna,5,0.0,0.75,0.75,0.25,0.5,False,medium
not-Kannada,Wow wow wow wow wow..Lovely guru,6,0.0,0.1667,0.1667,0.8333,0.3333,False,medium
not-Kannada,Wow wow wow wow wow..Lovely guru,6,0.0,0.1667,0.1667,0.8333,0.3333,False,medium
Negative,Edralli nivu enu overagi mathadilla bro,6,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
Positive,Chinada tiktok CEO helidanante bharatadalli  iruvashtu somarigalu berellu illa anta idarta avara deshadavare aa app annu ashtu use madtilla  bharatadalli koti gattale use madtidare. Banne maadida modi sarkarakke danyavadagalu nnJai JAWAN Jai KISAN nJAI HINDH,35,0.0,0.8621,0.8621,0.1379,0.2759,False,medium
Positive,ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha Ch * as galige ....,14,0.2727,0.5455,0.8182,0.1818,0.3636,False,medium
Negative,Awsum guru enu swalpa hugiri,5,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,Innu swalpa Sanskrit nalli baybeku guru,6,0.0,0.8,0.8,0.2,0.4,False,medium
Positive,havlli guru nimanthavru bekku,4,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,Ondondu maathu shalege chappali suthkondu hodeda hagide bro nnNkn chaina apps ban maadsi avar arthikathage hodetha bilali nnTq so much,20,0.0,0.75,0.75,0.25,0.5,False,medium
Mixed feelings,Pubgi kooda ban agbikittu,4,0.0,0.75,0.75,0.25,0.5,False,medium
unknown state,Hands up nahi Hands down,5,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,11,0.0,0.8182,0.8182,0.1818,0.3636,False,medium
Negative,Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,13,0.0,0.7273,0.7273,0.2727,0.5455,False,medium
Positive,ASN song Hansp song nice,5,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,I want to see everedy I like it,8,0.0,0.125,0.125,0.875,0.25,False,medium
Negative,dislikes are from pedigree foodies,5,0.0,0.2,0.2,0.8,0.4,False,medium
Positive,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,17,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Positive,What a song yah,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna,11,0.0,0.8889,0.8889,0.1111,0.2222,False,medium
unknown state,@info abhi ಏನ್ ಡೈಲಾಗ್ ಪಾ,5,0.6,0.2,0.8,0.2,0.4,False,medium
unknown state,Swalpa aerial tara ide.,4,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Idu esta Janagalage like aagide,5,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Most liked video song agutte ee Kannada Film industry li  Year,11,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Yava woodigu kammi illa Namma sandall wood,7,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
unknown state,Give link to that pandi kokku song ....,8,0.0,0.2857,0.2857,0.7143,0.5714,False,medium
not-Kannada,Hindi me kab release karo ge,6,0.0,0.1667,0.1667,0.8333,0.3333,False,medium
Negative,13k dislikes frm jealous bollywood fans,6,0.0,0.2,0.2,0.8,0.4,False,medium
Negative,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,7,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi,10,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..,11,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,@sumit patil but torsalla..,4,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Super taxi vali baby,4,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..,14,0.0,0.7692,0.7692,0.2308,0.4615,False,medium
not-Kannada,Hlo bro... Even I uninstalled at stupid app...,8,0.0,0.2,0.2,0.8,0.4,False,medium
unknown state,Bindu  lowda smartphones laptop kelvu brand chinade agidru nav use madtha erodakke already tax kattidivi en  munde kattod beda antha heltha erodu,22,0.0,0.7273,0.7273,0.2727,0.5455,False,medium
Negative,Nkn last dialogue lit,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte,45,0.0,0.85,0.85,0.15,0.3,False,medium
not-Kannada,Ta bro your ginias,4,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Namma  desha da bagge abimana ellde eroru ge  adru tik tok use madtha eddre avru tamma mother naa ennobirige bitkotta hage  eddanu odinu tik tok madidre niu muuru bittoru antha artha,31,0.0,0.871,0.871,0.129,0.2581,False,medium
Negative,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ,10,0.8,0.0,0.8,0.2,0.4,False,medium
Negative,Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು,6,0.5,0.3333,0.8333,0.1667,0.3333,False,medium
Negative,E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku,14,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Negative,En ugdde guru adru nam janake budi barala bro tiktok elde edre saytivi antare thoo,15,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,Innu aagilva tiktok ban,4,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,Bro yaarnu bidbedi tiktok uninstall aagovargu rost Maadi. Prathiyobrunnu,9,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Positive,Navu delet madi tumba dina aytu,6,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
Negative,sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu,16,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,Bro iverella made in china,5,0.0,0.2,0.2,0.8,0.4,False,medium
Negative,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,36,0.0,0.7353,0.7353,0.2647,0.5294,False,medium
Negative,Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte,15,0.0,0.8667,0.8667,0.1333,0.2667,False,medium
Mixed feelings,E kannalli ennu en  en nodbeko bro,7,0.0,0.7143,0.7143,0.2857,0.5714,False,medium
Positive,Tik tok ban agleee beku,5,0.0,0.75,0.75,0.25,0.5,False,medium
Positive,Innu enta avrige hege helbeku anna desha anta bandaga ellaru ki jodisbeku enta avrige nam deshada sinikaru prana kodbeka adike kendra sarkara ne  e tik  tok  ban madbeku,28,0.0,0.7857,0.7857,0.2143,0.4286,False,medium
unknown state,Tik tok vade gala,4,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7,8,0.8571,0.0,0.8571,0.1429,0.2857,False,medium
Negative,Tiktok madorena Chinese ge kalse beku,6,0.0,0.8,0.8,0.2,0.4,False,medium
Negative,Why only tik tok ಅನ್ನೋ ತುಕಾಲಿ ನ ಚೈನಾ ಗೆ ಕಳಿಸಿ ಅವ್ಳು ಕೂಡ ಚೈನೀಸ್ ಬ್ರೀಡ್ ಇರ್ಬೇಕು,15,0.7333,0.1333,0.8667,0.1333,0.2667,False,medium
Negative,Sir haa suule Bindu gowda GE,6,0.0,0.75,0.75,0.25,0.5,False,medium
Negative,Kach hogedu banda varu like madi,6,0.0,0.8333,0.8333,0.1667,0.3333,False,medium
Positive,Nam boss supero super,4,0.0,0.25,0.25,0.75,0.5,False,medium
Positive,Sang supar Chinu love you too...uppi.,6,0.0,0.25,0.25,0.75,0.5,False,medium
Mixed feelings,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ  help ಆಗ್ಲಿ,12,0.75,0.0833,0.8333,0.1667,0.3333,False,medium
Positive,Rakshit yake ista gotha friend's na jote yalli yavagllu ittikondiru thare,11,0.0,0.8182,0.8182,0.1818,0.3636,False,medium
Positive,avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla,12,0.0,0.75,0.75,0.25,0.5,False,medium
not-Kannada,sudeep fan like me,4,0.0,0.25,0.25,0.75,0.5,False,medium
Negative,Rashmika urakondu sayabeku atara belibeku bro nivu,7,0.0,0.8571,0.8571,0.1429,0.2857,False,medium
Positive,sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana,7,0.0,0.2,0.2,0.8,0.4,False,medium
